Name	Link	Latitude	Longitude	Company	Funder	Incubator / accelerator	University / RTO	Sector 1	Sector 2	Sector 3	Sector 4	Sector 5	Sector 6	Sector 7	Sector 8	Sector 9	Sector 10	Sector 11
3 M United Kingdom Plc		51.41639	-0.77816				1
AB Agri Ltd		51.41559	-1.720641				1
AHRC	http://www.ahrc.ac.uk/	51.566728	-1.784755				1
AIRBUS UK		51.458457	-2.574165				1
AMEC	http://www.amecnnc.com/	51.419422	-0.975182				1
AMEC Nuclear UK Limited		53.298273	-2.35146				1
ARM Ltd		52.181781	0.178933				1
AWE	http://www.awe-gmbh.de	51.36503	-1.150574				1
Aberdeen City Council	http://www.aberdeencity.gov.uk	57.16161	-2.114274				1
Accelrys Limited		52.233809	0.142398				1
Addenbrooke's Hospital NHS Trust		52.173741	0.139114				1
Advanced Manufacturing Research Centre	http://www.amrc.co.uk/	53.387929	-1.375864				1
Age UK	http://www.ageuk.org.uk/	51.530934	-0.117214				1
Aggregate Industries UK Ltd		52.712854	-1.330289				1
Agilent Technologies UK Ltd		51.436725	-0.884477				1
Airbus Defence and Space		51.901033	-0.212049				1
Airbus Operations Limited		51.458457	-2.574165				1
Aixtron Ltd		52.274112	-0.007985				1
AkzoNobel UK		54.957039	-1.558064				1
Akzonobel		51.512602	-0.583605				1
Alstom Ltd (UK)		52.603139	-2.132284				1
Altran UK Ltd		51.378814	-2.358478				1
Amey Plc		51.713914	-1.219624				1
Anglia Ruskin University	http://www.anglia.ac.uk	52.203365	0.134596				1
Anglian Water Services Limited		52.34637	-0.199214				1
Areva		52.802919	-2.111917				1
Arm Limited		52.181781	0.178933				1
Armagh Observatory		54.353031	-6.649812				1
Arts Council England	http://www.artscouncil.org.uk/	51.518165	-0.128479				1
Arup Group Ltd		51.521587	-0.138373				1
Aston University	http://www.aston.ac.uk	52.486637	-1.890952				1
At-Bristol Limited		51.450256	-2.600185				1
Atkins Global		51.622069	-3.943177				1
Atkins Ltd		51.540023	-2.573916				1
Atom Bank plc		54.789765	-1.585706				1
Avacta Group Plc		53.909357	-1.315754				1
Avago Technologies		52.059144	1.158859				1
B P International Ltd		51.507732	-0.13457				1
BAE Systems	http://www.baesystems.com	51.505933	-0.133981				1
BAE Systems	http://www.baesystems.com	51.708106	0.50131				1
BASF Coatings Ltd		53.393117	-2.217762				1
BBSRC		51.567429	-1.78346				1
BIPVCo	https://www.bipvco.com/	51.554172	-3.029295				1
BP British Petroleum		51.507732	-0.13457				1
BP International Limited		51.427683	-0.431268				1
BRE Trust		51.699677	-0.374431				1
BT Group		52.058954	1.279001				1
Babcock International Group Plc		52.97977	-1.240198				1
Balfour Beatty Plc		51.494597	-0.142556				1
Barclays Bank plc		51.50513	-0.014348				1
Belfast City Council		54.596537	-5.929969				1
BenevolentAI	https://www.benevolent.com	51.528699	-0.129864				1
Birmingham City Council	http://birmingham.gov.uk	52.480158	-1.902925				1
Bodleian Libraries		51.755125	-1.25493				1
Boots Company plc		52.930121	-1.198353				1
Bournemouth University	http://www.bournemouth.ac.uk	50.723847	-1.866312				1
Bristol City Council	https://www.bristol.gov.uk	51.452655	-2.60201				1
Bristol Robotics Laboratory	http://brl.ac.uk/	51.499838	-2.547317				1
British Antarctic Survey	https://www.bas.ac.uk/	52.21273	0.080218				1
British Broadcasting Corporation - BBC		51.518912	-0.143059				1
British Library The		51.529741	-0.127317				1
British Red Cross	http://www.redcross.org.uk/	51.519122	-0.088581				1
British Science Association	http://www.britishscienceassociation.org/	51.497362	-0.179093				1
British Standards Institution BSI		51.492131	-0.275078				1
British Telecommunications Plc		51.515682	-0.097837				1
British Trust for Ornithology		52.406681	0.752223				1
Brunel University	http://www.brunel.ac.uk/	51.532905	-0.472103				1
Building Research Establishment Ltd BRE		51.699677	-0.374431				1
CENSIS	http://censis.org.uk/	55.872106	-4.289039				1
CERAM Research		53.003415	-2.199513				1
CIP Technologies		52.058954	1.279001				1
CPNI	http://www.cpni-inc.com/	51.481026	-0.135804				1
Cairn Research Ltd		51.311388	0.918593				1
Cambridge City Council		52.202223	0.124409				1
Cambridge Crystallographic Data Centre	https://ccdc.cam.ac.uk	52.197677	0.126644				1
Cambridge Display Technology Limited		52.316654	-0.158984				1
Cambridge Microelectronics Ltd		52.209629	0.091926				1
Cambridgeshire County Council	http://www.cambridgeshire.gov.uk	52.21282	0.113511				1
Campden BRI	https://www.campdenbri.co.uk	52.055131	-1.754067				1
Canal & River Trust	https://canalrivertrust.org.uk/	52.034507	-0.773813				1
Canterbury Christ Church University	http://www.canterbury.ac.uk/	51.276337	1.084818				1
Canterbury Christ Church University	http://www.canterbury.ac.uk/	51.279643	1.089364				1
Carbon Trust	http://carbontrust.com	51.50698	-0.106783				1
Cavendish Nuclear	https://www.cavendishnuclear.com/	51.545173	-2.571064				1
Cenex		52.758443	-1.248217				1
Centre for Env Fisheries Aqua Sci CEFAS		52.458265	1.739703				1
Centre for Process Innovation Limited		54.576123	-1.101591				1
Chelsea Technologies Group		51.397467	-0.379617				1
Christie Hospital NHS Trust		53.429526	-2.230047				1
Chromacity Ltd.		55.910034	-3.319294				1
Cisco International Limited		51.475248	-3.175956				1
Cisco Systems UK		51.44746	-0.446971				1
City University London	http://www.city.ac.uk/	51.527195	-0.100773				1
City of Edinburgh Council		55.95175	-3.183932				1
City of York Council	http://www.york.gov.uk/	53.959675	-1.085535				1
Cockcroft Institute		53.343404	-2.641206				1
Codeplay Software Ltd		55.956198	-3.189609				1
Cognizant Technology Solutions		51.509632	-0.132496				1
Coherent Scotland Ltd		55.902522	-4.311993				1
Compound Semiconductor Centre	http://www.compoundsemiconductorcentre.com/	51.53093	-3.087979				1
Compound Semiconductor Tech Global Ltd		55.779066	-4.093633				1
Connected Digital Economy Catapult	http://cde.catapult.org.uk	51.527496	-0.133597				1
Corin Group PLC		51.701291	-1.961172				1
Costain Ltd		51.511445	-0.745178				1
Coventry University	http://www.coventry.ac.uk/	52.408356	-1.505094				1
Covesion Ltd		50.982618	-1.462994				1
Crafts Council	https://www.craftscouncil.org.uk/	51.532098	-0.108544				1
Croda		53.3528	-2.769918				1
Cummins Turbo Technologies	https://www.cummins.com/components/turbochargers	53.647684	-1.771474				1
DEMOS	https://www.demos.co.uk	51.503666	-0.081111				1
DairyCo		51.71073	-1.987318				1
Dassault Systemes Simulia Ltd.		52.385063	-1.559768				1
Defence Science & Tech Lab DSTL		51.133725	-1.702412				1
Delcam International plc		52.463221	-1.845078				1
Department for Communities and Local Gov		51.49588	-0.129826				1
Department for Transport		51.49451	-0.129821				1
Department of Energy and Climate Change		51.506005	-0.126181				1
Depuy Synthes	http://www.depuysynthes.com/	53.770001	-1.569394				1
Deregallera Ltd		51.589265	-3.227624				1
Digital Catapult	https://digicatapult.org.uk/	51.528581	-0.12687				1
Doosan Babcock Power Systems		55.870051	-4.407618				1
Dwr Cymru Welsh Water	http://www.dwrcymru.com/	51.65239	-3.297695				1
Dynex Semiconductor Ltd		53.205965	-0.611189				1
E ON Central Networks plc		51.494054	-0.142387				1
E.On UK Plc		52.388364	-1.585682				1
EADS Airbus		51.510986	-0.119408				1
